       app. 2x1 mm.,28m,k=2.25    
       _______________________    
                                  
          energy              flux
        47.55215      4.063528E+13
        47.59376      4.483384E+13
        47.64923      4.932376E+13
        47.69083      4.998301E+13
        47.73243      4.974031E+13
        47.76017      4.940649E+13
        47.80177      4.796328E+13
        47.82951      4.534465E+13
        47.87111      3.544986E+13
        47.89885      2.642352E+13
        47.92658      2.045302E+13
        47.95432      1.904563E+13
        47.98205      1.698979E+13
        48.02365      1.049716E+13
        48.05139      8.298059E+12
        48.09299      8.044767E+12
        48.12073      8.050035E+12
        48.16233      8.258308E+12
        48.20393      8.903306E+12
        48.25940      9.499761E+12
        48.30101      8.763223E+12
        48.34261      8.066094E+12
        48.39808      7.467919E+12
        48.45355      7.308420E+12
        48.50902      7.693337E+12
        48.56449      7.812743E+12
        48.61996      7.630904E+12
        48.67543      7.532797E+12
        48.73090      7.629747E+12
        48.78637      7.759739E+12
        48.85571      8.067063E+12
        48.91118      8.573432E+12
        48.98052      9.334332E+12
        49.03599      9.949283E+12
        49.10533      1.079639E+13
        49.17467      1.175609E+13
        49.23014      1.260589E+13
        49.29948      1.371122E+13
        49.36881      1.484195E+13
        49.43815      1.604388E+13
        49.50749      1.726046E+13
        49.57683      1.837168E+13
        49.64617      1.935990E+13
        49.71551      2.031058E+13
        49.78484      2.121348E+13
        49.85418      2.195023E+13
        49.92352      2.245248E+13
        49.99286      2.271306E+13
        50.06220      2.278501E+13
        50.13153      2.276482E+13
        50.20087      2.265895E+13
        50.27021      2.239910E+13
        50.33955      2.195839E+13
        50.40889      2.135295E+13
        50.47823      2.070887E+13
        50.54757      2.025136E+13
        50.61690      2.006560E+13
        50.67237      2.002405E+13
        50.74171      2.007479E+13
        50.81105      2.039978E+13
        50.86652      2.094193E+13
        50.93586      2.212959E+13
        50.99133      2.346270E+13
        51.06067      2.533499E+13
        51.11614      2.686539E+13
        51.17161      2.862805E+13
        51.22708      3.054748E+13
        51.28255      3.232756E+13
        51.33802      3.321166E+13
        51.39349      3.389655E+13
        51.44896      3.323086E+13
        51.50443      3.190205E+13
        51.54604      3.179558E+13
        51.58764      2.933378E+13
        51.64311      2.776877E+13
        51.68471      2.481115E+13
        51.72632      2.369234E+13
        51.75405      2.256280E+13
        51.79565      2.555592E+13
        51.82339      2.877631E+13
        51.86499      3.577566E+13
        51.89273      3.663305E+13
        51.92046      2.756398E+13
        51.94820      1.534847E+13
        51.97593      9.886294E+12
        52.01754      7.191382E+12
        52.04527      6.301951E+12
        52.08688      6.321704E+12
        52.11461      7.273386E+12
        52.15621      7.831748E+12
        52.19781      8.183812E+12
        52.25328      9.043878E+12
        52.29489      9.935308E+12
        52.33649      1.060610E+13
        52.39196      1.089530E+13
        52.44743      1.098899E+13
        52.50290      1.144201E+13
        52.55837      1.193392E+13
        52.61384      1.246067E+13
        52.66932      1.314800E+13
        52.72479      1.391398E+13
        52.78025      1.452429E+13
        52.84960      1.495115E+13
        52.90506      1.510424E+13
        52.97440      1.536321E+13
        53.02987      1.567600E+13
        53.09921      1.591981E+13
        53.16855      1.575983E+13
        53.22402      1.550668E+13
        53.29336      1.529486E+13
        53.36269      1.515483E+13
        53.43204      1.491266E+13
        53.50137      1.449914E+13
        53.57071      1.398643E+13
        53.64005      1.351384E+13
        53.70939      1.314385E+13
        53.77872      1.287957E+13
        53.84807      1.271548E+13
        53.91740      1.264594E+13
        53.98674      1.268434E+13
        54.05608      1.286322E+13
        54.12542      1.322511E+13
        54.19476      1.381301E+13
        54.26409      1.461921E+13
        54.33344      1.557076E+13
        54.40277      1.662042E+13
        54.47211      1.778039E+13
        54.54145      1.904940E+13
        54.61078      2.036317E+13
        54.66626      2.138235E+13
        54.73559      2.254169E+13
        54.80493      2.349022E+13
