 flux tru 2x1 mm ap., at 28m, k=2 
 ________________________________ 
                                  
          energy              flux
        35.13492      1.582296E+13
        35.15702      1.811644E+13
        35.19016      1.998080E+13
        35.22331      1.774642E+13
        35.26750      1.553156E+13
        35.30065      1.588628E+13
        35.33380      1.773301E+13
        35.37799      1.970716E+13
        35.42219      2.052251E+13
        35.46638      2.053454E+13
        35.51057      2.072041E+13
        35.55477      2.096408E+13
        35.59896      2.082429E+13
        35.64316      2.100234E+13
        35.68736      2.140612E+13
        35.74260      2.181539E+13
        35.78679      2.119826E+13
        35.84204      2.081856E+13
        35.88623      2.067947E+13
        35.94148      1.996778E+13
        35.99672      1.890827E+13
        36.04092      1.827167E+13
        36.09616      1.767389E+13
        36.15140      1.694595E+13
        36.20665      1.615708E+13
        36.26189      1.554722E+13
        36.31713      1.520216E+13
        36.37238      1.512025E+13
        36.42762      1.529353E+13
        36.48286      1.577113E+13
        36.53811      1.656811E+13
        36.59335      1.773580E+13
        36.64859      1.933794E+13
        36.70384      2.135705E+13
        36.75908      2.370001E+13
        36.81432      2.629785E+13
        36.86957      2.914457E+13
        36.92481      3.218736E+13
        36.98005      3.535490E+13
        37.03530      3.850666E+13
        37.09054      4.144286E+13
        37.14579      4.407876E+13
        37.18998      4.588491E+13
        37.24522      4.765354E+13
        37.30047      4.880993E+13
        37.34466      4.915350E+13
        37.39991      4.899513E+13
        37.44410      4.843463E+13
        37.49934      4.738299E+13
        37.54354      4.633387E+13
        37.58773      4.514777E+13
        37.63193      4.428393E+13
        37.67612      4.357921E+13
        37.72032      4.382565E+13
        37.76451      4.558083E+13
        37.80871      5.014324E+13
        37.85290      5.724069E+13
        37.88605      6.266442E+13
        37.91920      6.755825E+13
        37.96339      7.282309E+13
        37.99654      7.752413E+13
        38.02969      8.258044E+13
        38.05178      8.448252E+13
        38.08493      8.381491E+13
        38.10703      8.086862E+13
        38.14017      6.810186E+13
        38.16227      4.407641E+13
        38.18436      2.258595E+13
        38.20646      1.721184E+13
        38.22856      1.334366E+13
        38.26171      1.049553E+13
        38.28380      1.123662E+13
        38.31695      1.381124E+13
        38.33905      1.605674E+13
        38.37219      1.506725E+13
        38.40534      1.214105E+13
        38.44954      9.536232E+12
        38.48268      9.623578E+12
        38.51583      1.007142E+13
        38.56002      1.028884E+13
        38.60422      9.614645E+12
        38.64841      8.810258E+12
        38.69261      8.282833E+12
        38.73680      9.470217E+12
        38.78099      9.355106E+12
        38.82519      9.330864E+12
        38.86938      9.478061E+12
        38.92463      9.735605E+12
        38.96882      1.002658E+13
        39.02407      1.065370E+13
        39.06826      1.137691E+13
        39.12351      1.248162E+13
        39.17875      1.376982E+13
        39.22295      1.496597E+13
        39.27819      1.662586E+13
        39.33343      1.839642E+13
        39.38868      2.029587E+13
        39.44392      2.226963E+13
        39.49916      2.420568E+13
        39.55441      2.608566E+13
        39.60965      2.789660E+13
        39.66489      2.957876E+13
        39.72014      3.111036E+13
        39.77538      3.242095E+13
        39.83062      3.336606E+13
        39.88587      3.395443E+13
        39.94111      3.429897E+13
        39.99636      3.441847E+13
        40.05160      3.433638E+13
        40.10684      3.400017E+13
        40.16209      3.328008E+13
        40.21733      3.242880E+13
        40.27257      3.180012E+13
        40.32782      3.142791E+13
        40.37201      3.133541E+13
        40.42725      3.140315E+13
        40.48250      3.178920E+13
        40.52669      3.272453E+13
        40.58194      3.477904E+13
        40.62613      3.698621E+13
        40.68138      4.024311E+13
        40.72557      4.313231E+13
        40.76976      4.639492E+13
        40.81396      4.983034E+13
        40.85815      5.300052E+13
        40.90235      5.512923E+13
        40.94654      5.653960E+13
        40.99074      5.683300E+13
        41.03493      5.621607E+13
        41.06808      5.386634E+13
        41.10123      5.031139E+13
        41.14542      4.398825E+13
        41.17857      3.966292E+13
        41.21172      3.612378E+13
        41.23381      3.603089E+13
        41.26696      3.944321E+13
        41.28905      4.547767E+13
        41.32220      5.659338E+13
        41.34430      5.964898E+13
        41.36639      4.351727E+13
        41.38849      2.044081E+13
        41.41059      1.127240E+13
        41.44374      7.952501E+12
        41.46584      7.460056E+12
        41.49898      8.025801E+12
        41.52108      8.094733E+12
        41.55422      8.373940E+12
        41.58737      9.025945E+12
        41.63157      9.235737E+12
        41.66471      9.894892E+12
        41.69786      1.034669E+13
        41.74205      1.247119E+13
        41.78625      1.375059E+13
        41.83044      1.483639E+13
        41.87464      1.590016E+13
        41.91883      1.686235E+13
        41.96303      1.766313E+13
        42.00722      1.853008E+13
        42.05141      1.963522E+13
        42.10666      2.106002E+13
        42.15086      2.178784E+13
        42.20610      2.237061E+13
        42.25029      2.298058E+13
        42.30554      2.379409E+13
        42.36078      2.420196E+13
        42.40498      2.420450E+13
        42.46022      2.403499E+13
        42.51546      2.381716E+13
        42.57071      2.353435E+13
        42.62595      2.314541E+13
        42.68119      2.259752E+13
        42.73643      2.189749E+13
        42.79168      2.119003E+13
        42.84692      2.060281E+13
        42.90217      2.018420E+13
        42.95741      1.994551E+13
        43.01265      1.985796E+13
        43.06790      1.993793E+13
        43.12314      2.031634E+13
        43.17839      2.110183E+13
        43.23363      2.225853E+13
