 flux tru 1.5x0.5 mm ap., at 28m, 
 ________________________________ 
                                  
          energy              flux
        36.98005      1.296485E+13
        37.03530      1.455549E+13
        37.09054      1.608074E+13
        37.14579      1.749361E+13
        37.18998      1.848945E+13
        37.24522      1.949215E+13
        37.30047      2.018463E+13
        37.34466      2.042716E+13
        37.39991      2.040901E+13
        37.44410      2.013664E+13
        37.49934      1.956052E+13
        37.54354      1.896326E+13
        37.58773      1.827422E+13
        37.63193      1.777705E+13
        37.67612      1.741038E+13
        37.72032      1.760057E+13
        37.76451      1.865382E+13
        37.80871      2.129872E+13
        37.85290      2.547216E+13
        37.88605      2.897211E+13
        37.91920      3.248676E+13
        37.96339      3.682216E+13
        37.99654      4.042541E+13
        38.02969      4.414605E+13
        38.05178      4.588974E+13
        38.08493      4.636850E+13
        38.10703      4.486698E+13
        38.14017      3.696683E+13
        38.16227      2.369273E+13
        38.18436      1.112329E+13
        38.20646      6.975741E+12
        38.22856      5.081365E+12
        38.26171      4.112906E+12
        38.28380      4.430335E+12
        38.31695      5.486032E+12
        38.33905      6.453086E+12
        38.37219      6.065719E+12
        38.40534      4.765118E+12
        38.44954      3.487238E+12
        38.48268      3.417363E+12
        38.51583      3.660242E+12
        38.56002      3.779662E+12
        38.60422      3.412463E+12
        38.64841      3.024787E+12
        38.69261      2.707480E+12
        38.73680      2.482689E+12
        38.78099      2.281712E+12
        38.82519      2.161187E+12
        38.86938      2.121286E+12
        38.92463      2.108223E+12
        38.96882      2.132757E+12
        39.02407      2.267607E+12
        39.06826      2.470383E+12
        39.12351      2.834453E+12
        39.17875      3.316741E+12
        39.22295      3.786327E+12
        39.27819      4.451130E+12
        39.33343      5.183443E+12
        39.38868      6.009209E+12
        39.44392      6.914268E+12
        39.49916      7.835296E+12
        39.55441      8.743492E+12
        39.60965      9.624791E+12
        39.66489      1.045179E+13
        39.72014      1.122512E+13
        39.77538      1.192153E+13
        39.83062      1.246029E+13
        39.88587      1.282000E+13
        39.94111      1.303643E+13
        39.99636      1.349286E+13
        40.05160      1.344847E+13
        40.10684      1.326475E+13
        40.16209      1.287600E+13
        40.21733      1.239870E+13
        40.27257      1.200486E+13
        40.32782      1.172576E+13
        40.37201      1.160865E+13
        40.42725      1.157450E+13
        40.48250      1.173853E+13
        40.52669      1.221675E+13
        40.58194      1.332137E+13
        40.62613      1.455845E+13
        40.68138      1.647113E+13
        40.72557      1.825878E+13
        40.76976      2.030032E+13
        40.81396      2.251362E+13
        40.85815      2.464909E+13
        40.90235      2.631188E+13
        40.94654      2.761764E+13
        40.99074      2.823816E+13
        41.03493      2.833309E+13
        41.06808      2.729685E+13
        41.10123      2.553280E+13
        41.14542      2.227455E+13
        41.17857      2.006428E+13
        41.21172      1.831027E+13
        41.23381      1.828579E+13
        41.26696      2.023432E+13
        41.28905      2.383740E+13
        41.32220      3.195189E+13
        41.34430      3.467958E+13
        41.36639      2.485334E+13
        41.38849      1.035354E+13
        41.41059      4.339308E+12
        41.44374      2.480459E+12
        41.46584      2.174441E+12
        41.49898      2.202817E+12
        41.52108      2.203491E+12
        41.55422      2.284826E+12
        41.58737      2.461186E+12
        41.63157      2.517084E+12
        41.66471      2.717028E+12
        41.69786      2.906205E+12
        41.74205      3.331267E+12
        41.78625      3.779487E+12
        41.83044      4.267108E+12
        41.87464      4.773914E+12
        41.91883      5.264751E+12
        41.96303      5.683568E+12
        42.00722      6.104317E+12
        42.05141      6.634784E+12
        42.10666      7.339799E+12
        42.15086      7.721157E+12
        42.20610      8.047715E+12
